subject_id,predicate_id,object_id,mapping_justification,confidence,term
GCMD:landscape management,skos:exactMatch,GEMET:landscape management,lexical_identity_same_normalized_term,0.6,landscape management
GCMD:landslide,skos:exactMatch,GEMET:landslide,lexical_identity_same_normalized_term,0.6,landslide
HELIO Ontology:langmuir probe,skos:exactMatch,SPASE Dictionary:langmuir probe,lexical_identity_same_normalized_term,0.6,langmuir probe
GEMET:latitude,skos:exactMatch,HELIO Ontology:latitude,lexical_identity_same_normalized_term,0.6,latitude
GEMET:latitude,skos:exactMatch,SPASE Dictionary:latitude,lexical_identity_same_normalized_term,0.6,latitude
HELIO Ontology:latitude,skos:exactMatch,SPASE Dictionary:latitude,lexical_identity_same_normalized_term,0.6,latitude
GCMD:lead,skos:exactMatch,GEMET:lead,lexical_identity_same_normalized_term,0.6,lead
AGU Index Terms:leads,skos:exactMatch,GCMD:leads,lexical_identity_same_normalized_term,0.6,leads
HELIO Ontology:lgm,skos:exactMatch,SPASE Dictionary:lgm,lexical_identity_same_normalized_term,0.6,lgm
GCMD:lidar,skos:exactMatch,HELIO Ontology:lidar,lexical_identity_same_normalized_term,0.6,lidar
GCMD:lidar,skos:exactMatch,SWEET:lidar,lexical_identity_same_normalized_term,0.6,lidar
HELIO Ontology:lidar,skos:exactMatch,SWEET:lidar,lexical_identity_same_normalized_term,0.6,lidar
AGU Index Terms:lightning,skos:exactMatch,GCMD:lightning,lexical_identity_same_normalized_term,0.6,lightning
Space Weather Glossary:limb darkening,skos:exactMatch,Space Weather Glossary (Second):limb darkening,lexical_identity_same_normalized_term,0.6,limb darkening
AGU Index Terms:limnology,skos:exactMatch,GEMET:limnology,lexical_identity_same_normalized_term,0.6,limnology
HELIO Ontology:line depth,skos:exactMatch,SPASE Dictionary:line depth,lexical_identity_same_normalized_term,0.6,line depth
AGU Index Terms:lithosphere,skos:exactMatch,GEMET:lithosphere,lexical_identity_same_normalized_term,0.6,lithosphere
HELIO Ontology:lobes,skos:exactMatch,Space Weather Glossary:lobes,lexical_identity_same_normalized_term,0.6,lobes
HELIO Ontology:location,skos:exactMatch,SPASE Dictionary:location,lexical_identity_same_normalized_term,0.6,location
Space Weather Glossary:long duration event,skos:exactMatch,Space Weather Glossary (Second):long duration event,lexical_identity_same_normalized_term,0.6,long duration event
HELIO Ontology:long wire,skos:exactMatch,SPASE Dictionary:long wire,lexical_identity_same_normalized_term,0.6,long wire
GEMET:longitude,skos:exactMatch,HELIO Ontology:longitude,lexical_identity_same_normalized_term,0.6,longitude
GEMET:longitude,skos:exactMatch,SPASE Dictionary:longitude,lexical_identity_same_normalized_term,0.6,longitude
HELIO Ontology:longitude,skos:exactMatch,SPASE Dictionary:longitude,lexical_identity_same_normalized_term,0.6,longitude
Space Weather Glossary:lowest usable frequency,skos:exactMatch,Space Weather Glossary (Second):lowest usable frequency,lexical_identity_same_normalized_term,0.6,lowest usable frequency
HELIO Ontology:mag,skos:exactMatch,SPASE Dictionary:mag,lexical_identity_same_normalized_term,0.6,mag
HELIO Ontology:magnetic cloud,skos:exactMatch,SPASE Dictionary:magnetic cloud,lexical_identity_same_normalized_term,0.6,magnetic cloud
HELIO Ontology:magnetic cloud,skos:exactMatch,Space Weather Glossary:magnetic cloud,lexical_identity_same_normalized_term,0.6,magnetic cloud
SPASE Dictionary:magnetic cloud,skos:exactMatch,Space Weather Glossary:magnetic cloud,lexical_identity_same_normalized_term,0.6,magnetic cloud
GCMD:magnetic field,skos:exactMatch,HELIO Ontology:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
GCMD:magnetic field,skos:exactMatch,NASA Heliophysics Vocabulary:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
GCMD:magnetic field,skos:exactMatch,SPASE Dictionary:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
GCMD:magnetic field,skos:exactMatch,SWEET:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
GCMD:magnetic field,skos:exactMatch,Space Weather Glossary (Second):magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
HELIO Ontology:magnetic field,skos:exactMatch,NASA Heliophysics Vocabulary:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
HELIO Ontology:magnetic field,skos:exactMatch,SPASE Dictionary:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
HELIO Ontology:magnetic field,skos:exactMatch,SWEET:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
HELIO Ontology:magnetic field,skos:exactMatch,Space Weather Glossary (Second):magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
NASA Heliophysics Vocabulary:magnetic field,skos:exactMatch,SPASE Dictionary:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
NASA Heliophysics Vocabulary:magnetic field,skos:exactMatch,SWEET:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
NASA Heliophysics Vocabulary:magnetic field,skos:exactMatch,Space Weather Glossary (Second):magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
SPASE Dictionary:magnetic field,skos:exactMatch,SWEET:magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
SPASE Dictionary:magnetic field,skos:exactMatch,Space Weather Glossary (Second):magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
SWEET:magnetic field,skos:exactMatch,Space Weather Glossary (Second):magnetic field,lexical_identity_same_normalized_term,0.6,magnetic field
SPASE Dictionary:magnetic moment,skos:exactMatch,SWEET:magnetic moment,lexical_identity_same_normalized_term,0.6,magnetic moment
AGU Index Terms:magnetic reconnection,skos:exactMatch,NASA CCMC:magnetic reconnection,lexical_identity_same_normalized_term,0.6,magnetic reconnection
AGU Index Terms:magnetic reconnection,skos:exactMatch,NASA Heliophysics Vocabulary:magnetic reconnection,lexical_identity_same_normalized_term,0.6,magnetic reconnection
NASA CCMC:magnetic reconnection,skos:exactMatch,NASA Heliophysics Vocabulary:magnetic reconnection,lexical_identity_same_normalized_term,0.6,magnetic reconnection
HELIO Ontology:magnetic storm,skos:exactMatch,SWEET:magnetic storm,lexical_identity_same_normalized_term,0.6,magnetic storm
AGU Index Terms:magnetic storms,skos:exactMatch,GCMD:magnetic storms,lexical_identity_same_normalized_term,0.6,magnetic storms
GEMET:magnetism,skos:exactMatch,SWEET:magnetism,lexical_identity_same_normalized_term,0.6,magnetism
HELIO Ontology:magnetogram,skos:exactMatch,SPASE Dictionary:magnetogram,lexical_identity_same_normalized_term,0.6,magnetogram
HELIO Ontology:magnetogram,skos:exactMatch,SWEET:magnetogram,lexical_identity_same_normalized_term,0.6,magnetogram
HELIO Ontology:magnetogram,skos:exactMatch,Space Weather Glossary:magnetogram,lexical_identity_same_normalized_term,0.6,magnetogram
SPASE Dictionary:magnetogram,skos:exactMatch,SWEET:magnetogram,lexical_identity_same_normalized_term,0.6,magnetogram
SPASE Dictionary:magnetogram,skos:exactMatch,Space Weather Glossary:magnetogram,lexical_identity_same_normalized_term,0.6,magnetogram
SWEET:magnetogram,skos:exactMatch,Space Weather Glossary:magnetogram,lexical_identity_same_normalized_term,0.6,magnetogram
HELIO Ontology:magnetograph,skos:exactMatch,SPASE Dictionary:magnetograph,lexical_identity_same_normalized_term,0.6,magnetograph
HELIO Ontology:magnetometer,skos:exactMatch,SPASE Dictionary:magnetometer,lexical_identity_same_normalized_term,0.6,magnetometer
HELIO Ontology:magnetopause,skos:exactMatch,NASA CCMC:magnetopause,lexical_identity_same_normalized_term,0.6,magnetopause
HELIO Ontology:magnetopause,skos:exactMatch,Space Weather Glossary:magnetopause,lexical_identity_same_normalized_term,0.6,magnetopause
HELIO Ontology:magnetopause,skos:exactMatch,Space Weather Glossary (Second):magnetopause,lexical_identity_same_normalized_term,0.6,magnetopause
NASA CCMC:magnetopause,skos:exactMatch,Space Weather Glossary:magnetopause,lexical_identity_same_normalized_term,0.6,magnetopause
NASA CCMC:magnetopause,skos:exactMatch,Space Weather Glossary (Second):magnetopause,lexical_identity_same_normalized_term,0.6,magnetopause
Space Weather Glossary:magnetopause,skos:exactMatch,Space Weather Glossary (Second):magnetopause,lexical_identity_same_normalized_term,0.6,magnetopause
HELIO Ontology:magnetopause crossing,skos:exactMatch,SPASE Dictionary:magnetopause crossing,lexical_identity_same_normalized_term,0.6,magnetopause crossing
HELIO Ontology:magnetopause crossing,skos:exactMatch,SWEET:magnetopause crossing,lexical_identity_same_normalized_term,0.6,magnetopause crossing
SPASE Dictionary:magnetopause crossing,skos:exactMatch,SWEET:magnetopause crossing,lexical_identity_same_normalized_term,0.6,magnetopause crossing
AGU Index Terms:magnetosheath,skos:exactMatch,HELIO Ontology:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
AGU Index Terms:magnetosheath,skos:exactMatch,SPASE Dictionary:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
AGU Index Terms:magnetosheath,skos:exactMatch,SWEET:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
AGU Index Terms:magnetosheath,skos:exactMatch,Space Weather Glossary:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
AGU Index Terms:magnetosheath,skos:exactMatch,Space Weather Glossary (Second):magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
HELIO Ontology:magnetosheath,skos:exactMatch,SPASE Dictionary:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
HELIO Ontology:magnetosheath,skos:exactMatch,SWEET:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
HELIO Ontology:magnetosheath,skos:exactMatch,Space Weather Glossary:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
HELIO Ontology:magnetosheath,skos:exactMatch,Space Weather Glossary (Second):magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
SPASE Dictionary:magnetosheath,skos:exactMatch,SWEET:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
SPASE Dictionary:magnetosheath,skos:exactMatch,Space Weather Glossary:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
SPASE Dictionary:magnetosheath,skos:exactMatch,Space Weather Glossary (Second):magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
SWEET:magnetosheath,skos:exactMatch,Space Weather Glossary:magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
SWEET:magnetosheath,skos:exactMatch,Space Weather Glossary (Second):magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
Space Weather Glossary:magnetosheath,skos:exactMatch,Space Weather Glossary (Second):magnetosheath,lexical_identity_same_normalized_term,0.6,magnetosheath
NASA CCMC:magnetosphere,skos:exactMatch,NASA Heliophysics Vocabulary:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
NASA CCMC:magnetosphere,skos:exactMatch,SPASE Dictionary:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
NASA CCMC:magnetosphere,skos:exactMatch,SWEET:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
NASA CCMC:magnetosphere,skos:exactMatch,Space Weather Glossary:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
NASA CCMC:magnetosphere,skos:exactMatch,Space Weather Glossary (Second):magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
NASA Heliophysics Vocabulary:magnetosphere,skos:exactMatch,SPASE Dictionary:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
NASA Heliophysics Vocabulary:magnetosphere,skos:exactMatch,SWEET:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
NASA Heliophysics Vocabulary:magnetosphere,skos:exactMatch,Space Weather Glossary:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
NASA Heliophysics Vocabulary:magnetosphere,skos:exactMatch,Space Weather Glossary (Second):magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
SPASE Dictionary:magnetosphere,skos:exactMatch,SWEET:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
SPASE Dictionary:magnetosphere,skos:exactMatch,Space Weather Glossary:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
SPASE Dictionary:magnetosphere,skos:exactMatch,Space Weather Glossary (Second):magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
SWEET:magnetosphere,skos:exactMatch,Space Weather Glossary:magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
SWEET:magnetosphere,skos:exactMatch,Space Weather Glossary (Second):magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
Space Weather Glossary:magnetosphere,skos:exactMatch,Space Weather Glossary (Second):magnetosphere,lexical_identity_same_normalized_term,0.6,magnetosphere
AGU Index Terms:magnetotail,skos:exactMatch,HELIO Ontology:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
AGU Index Terms:magnetotail,skos:exactMatch,NASA Heliophysics Vocabulary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
AGU Index Terms:magnetotail,skos:exactMatch,SPASE Dictionary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
AGU Index Terms:magnetotail,skos:exactMatch,SWEET:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
AGU Index Terms:magnetotail,skos:exactMatch,Space Weather Glossary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
AGU Index Terms:magnetotail,skos:exactMatch,Space Weather Glossary (Second):magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
HELIO Ontology:magnetotail,skos:exactMatch,NASA Heliophysics Vocabulary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
HELIO Ontology:magnetotail,skos:exactMatch,SPASE Dictionary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
HELIO Ontology:magnetotail,skos:exactMatch,SWEET:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
HELIO Ontology:magnetotail,skos:exactMatch,Space Weather Glossary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
HELIO Ontology:magnetotail,skos:exactMatch,Space Weather Glossary (Second):magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
NASA Heliophysics Vocabulary:magnetotail,skos:exactMatch,SPASE Dictionary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
NASA Heliophysics Vocabulary:magnetotail,skos:exactMatch,SWEET:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
NASA Heliophysics Vocabulary:magnetotail,skos:exactMatch,Space Weather Glossary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
NASA Heliophysics Vocabulary:magnetotail,skos:exactMatch,Space Weather Glossary (Second):magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
SPASE Dictionary:magnetotail,skos:exactMatch,SWEET:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
SPASE Dictionary:magnetotail,skos:exactMatch,Space Weather Glossary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
SPASE Dictionary:magnetotail,skos:exactMatch,Space Weather Glossary (Second):magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
SWEET:magnetotail,skos:exactMatch,Space Weather Glossary:magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
SWEET:magnetotail,skos:exactMatch,Space Weather Glossary (Second):magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
Space Weather Glossary:magnetotail,skos:exactMatch,Space Weather Glossary (Second):magnetotail,lexical_identity_same_normalized_term,0.6,magnetotail
HELIO Ontology:main,skos:exactMatch,SPASE Dictionary:main,lexical_identity_same_normalized_term,0.6,main
GCMD:malnutrition,skos:exactMatch,GEMET:malnutrition,lexical_identity_same_normalized_term,0.6,malnutrition
GCMD:mangrove swamp,skos:exactMatch,GEMET:mangrove swamp,lexical_identity_same_normalized_term,0.6,mangrove swamp
GCMD:marine biology,skos:exactMatch,GEMET:marine biology,lexical_identity_same_normalized_term,0.6,marine biology
AGU Index Terms:marine geochemistry,skos:exactMatch,GCMD:marine geochemistry,lexical_identity_same_normalized_term,0.6,marine geochemistry
AGU Index Terms:marine pollution,skos:exactMatch,GEMET:marine pollution,lexical_identity_same_normalized_term,0.6,marine pollution
AGU Index Terms:mars,skos:exactMatch,SPASE Dictionary:mars,lexical_identity_same_normalized_term,0.6,mars
GCMD:marsh,skos:exactMatch,GEMET:marsh,lexical_identity_same_normalized_term,0.6,marsh
HELIO Ontology:mass,skos:exactMatch,SPASE Dictionary:mass,lexical_identity_same_normalized_term,0.6,mass
AGU Index Terms:mass balance,skos:exactMatch,GCMD:mass balance,lexical_identity_same_normalized_term,0.6,mass balance
HELIO Ontology:mass density,skos:exactMatch,SPASE Dictionary:mass density,lexical_identity_same_normalized_term,0.6,mass density
HELIO Ontology:mass spectrometer,skos:exactMatch,SPASE Dictionary:mass spectrometer,lexical_identity_same_normalized_term,0.6,mass spectrometer
HELIO Ontology:measurement type,skos:exactMatch,SPASE Dictionary:measurement type,lexical_identity_same_normalized_term,0.6,measurement type
AGU Index Terms:mercury,skos:exactMatch,GEMET:mercury,lexical_identity_same_normalized_term,0.6,mercury
AGU Index Terms:mercury,skos:exactMatch,SPASE Dictionary:mercury,lexical_identity_same_normalized_term,0.6,mercury
GEMET:mercury,skos:exactMatch,SPASE Dictionary:mercury,lexical_identity_same_normalized_term,0.6,mercury
GCMD:mesopause,skos:exactMatch,Space Weather Glossary (Second):mesopause,lexical_identity_same_normalized_term,0.6,mesopause
HELIO Ontology:mesosphere,skos:exactMatch,SPASE Dictionary:mesosphere,lexical_identity_same_normalized_term,0.6,mesosphere
HELIO Ontology:mesosphere,skos:exactMatch,Space Weather Glossary:mesosphere,lexical_identity_same_normalized_term,0.6,mesosphere
HELIO Ontology:mesosphere,skos:exactMatch,Space Weather Glossary (Second):mesosphere,lexical_identity_same_normalized_term,0.6,mesosphere
SPASE Dictionary:mesosphere,skos:exactMatch,Space Weather Glossary:mesosphere,lexical_identity_same_normalized_term,0.6,mesosphere
SPASE Dictionary:mesosphere,skos:exactMatch,Space Weather Glossary (Second):mesosphere,lexical_identity_same_normalized_term,0.6,mesosphere
Space Weather Glossary:mesosphere,skos:exactMatch,Space Weather Glossary (Second):mesosphere,lexical_identity_same_normalized_term,0.6,mesosphere
HELIO Ontology:metadata contact,skos:exactMatch,SPASE Dictionary:metadata contact,lexical_identity_same_normalized_term,0.6,metadata contact
AGU Index Terms:metals,skos:exactMatch,GCMD:metals,lexical_identity_same_normalized_term,0.6,metals
AGU Index Terms:meteorology,skos:exactMatch,GEMET:meteorology,lexical_identity_same_normalized_term,0.6,meteorology
GCMD:methane,skos:exactMatch,GEMET:methane,lexical_identity_same_normalized_term,0.6,methane
HELIO Ontology:mfa,skos:exactMatch,SPASE Dictionary:mfa,lexical_identity_same_normalized_term,0.6,mfa
NASA CCMC:mhd,skos:exactMatch,SPASE Dictionary:mhd,lexical_identity_same_normalized_term,0.6,mhd
HELIO Ontology:microchannel plate,skos:exactMatch,SPASE Dictionary:microchannel plate,lexical_identity_same_normalized_term,0.6,microchannel plate
GCMD:microclimate,skos:exactMatch,GEMET:microclimate,lexical_identity_same_normalized_term,0.6,microclimate
HELIO Ontology:microscope,skos:exactMatch,SWEET:microscope,lexical_identity_same_normalized_term,0.6,microscope
GCMD:microwave,skos:exactMatch,GEMET:microwave,lexical_identity_same_normalized_term,0.6,microwave
GCMD:microwave,skos:exactMatch,SPASE Dictionary:microwave,lexical_identity_same_normalized_term,0.6,microwave
GEMET:microwave,skos:exactMatch,SPASE Dictionary:microwave,lexical_identity_same_normalized_term,0.6,microwave
Space Weather Glossary:microwaves,skos:exactMatch,Space Weather Glossary (Second):microwaves,lexical_identity_same_normalized_term,0.6,microwaves
AGU Index Terms:mid-ocean ridges,skos:exactMatch,GCMD:mid-ocean ridges,lexical_identity_same_normalized_term,0.6,mid-ocean ridges
HELIO Ontology:mode amplitude,skos:exactMatch,SPASE Dictionary:mode amplitude,lexical_identity_same_normalized_term,0.6,mode amplitude
ESA Space Weather Glossary:model,skos:exactMatch,GEMET:model,lexical_identity_same_normalized_term,0.6,model
ESA Space Weather Glossary:model,skos:exactMatch,SWEET:model,lexical_identity_same_normalized_term,0.6,model
GEMET:model,skos:exactMatch,SWEET:model,lexical_identity_same_normalized_term,0.6,model
AGU Index Terms:models,skos:exactMatch,GCMD:models,lexical_identity_same_normalized_term,0.6,models
HELIO Ontology:molecule,skos:exactMatch,SPASE Dictionary:molecule,lexical_identity_same_normalized_term,0.6,molecule
HELIO Ontology:molecule,skos:exactMatch,SWEET:molecule,lexical_identity_same_normalized_term,0.6,molecule
SPASE Dictionary:molecule,skos:exactMatch,SWEET:molecule,lexical_identity_same_normalized_term,0.6,molecule
AGU Index Terms:moon,skos:exactMatch,SPASE Dictionary:moon,lexical_identity_same_normalized_term,0.6,moon
AGU Index Terms:moon,skos:exactMatch,SWEET:moon,lexical_identity_same_normalized_term,0.6,moon
SPASE Dictionary:moon,skos:exactMatch,SWEET:moon,lexical_identity_same_normalized_term,0.6,moon
GEMET:morphology,skos:exactMatch,SWEET:morphology,lexical_identity_same_normalized_term,0.6,morphology
GCMD:mortality,skos:exactMatch,GEMET:mortality,lexical_identity_same_normalized_term,0.6,mortality
GEMET:mountain,skos:exactMatch,SWEET:mountain,lexical_identity_same_normalized_term,0.6,mountain
HELIO Ontology:multispectral imager,skos:exactMatch,SPASE Dictionary:multispectral imager,lexical_identity_same_normalized_term,0.6,multispectral imager
AGU Index Terms:nan,skos:exactMatch,Unified Astronomy Thesaurus (UAT):nan,lexical_identity_same_normalized_term,0.6,nan
GCMD:natural gas,skos:exactMatch,GEMET:natural gas,lexical_identity_same_normalized_term,0.6,natural gas
AGU Index Terms:natural hazards,skos:exactMatch,GCMD:natural hazards,lexical_identity_same_normalized_term,0.6,natural hazards
AGU Index Terms:natural language processing,skos:exactMatch,GCMD:natural language processing,lexical_identity_same_normalized_term,0.6,natural language processing
AGU Index Terms:neptune,skos:exactMatch,SPASE Dictionary:neptune,lexical_identity_same_normalized_term,0.6,neptune
HELIO Ontology:neutral atom imager,skos:exactMatch,SPASE Dictionary:neutral atom imager,lexical_identity_same_normalized_term,0.6,neutral atom imager
HELIO Ontology:neutral atom images,skos:exactMatch,SPASE Dictionary:neutral atom images,lexical_identity_same_normalized_term,0.6,neutral atom images
HELIO Ontology:neutral gas,skos:exactMatch,SPASE Dictionary:neutral gas,lexical_identity_same_normalized_term,0.6,neutral gas
HELIO Ontology:neutral particle detector,skos:exactMatch,SPASE Dictionary:neutral particle detector,lexical_identity_same_normalized_term,0.6,neutral particle detector
HELIO Ontology:neutrino,skos:exactMatch,SWEET:neutrino,lexical_identity_same_normalized_term,0.6,neutrino
HELIO Ontology:neutron,skos:exactMatch,SPASE Dictionary:neutron,lexical_identity_same_normalized_term,0.6,neutron
HELIO Ontology:neutron,skos:exactMatch,SWEET:neutron,lexical_identity_same_normalized_term,0.6,neutron
SPASE Dictionary:neutron,skos:exactMatch,SWEET:neutron,lexical_identity_same_normalized_term,0.6,neutron
GCMD:nitrate,skos:exactMatch,GEMET:nitrate,lexical_identity_same_normalized_term,0.6,nitrate
GCMD:nitrification,skos:exactMatch,GEMET:nitrification,lexical_identity_same_normalized_term,0.6,nitrification
GCMD:nitrite,skos:exactMatch,GEMET:nitrite,lexical_identity_same_normalized_term,0.6,nitrite
GCMD:nitrogen,skos:exactMatch,GEMET:nitrogen,lexical_identity_same_normalized_term,0.6,nitrogen
GCMD:nitrogen dioxide,skos:exactMatch,GEMET:nitrogen dioxide,lexical_identity_same_normalized_term,0.6,nitrogen dioxide
GCMD:nitrogen oxides,skos:exactMatch,GEMET:nitrogen oxides,lexical_identity_same_normalized_term,0.6,nitrogen oxides
AGU Index Terms:north america,skos:exactMatch,GEMET:north america,lexical_identity_same_normalized_term,0.6,north america
GEMET:nuclear fusion,skos:exactMatch,SWEET:nuclear fusion,lexical_identity_same_normalized_term,0.6,nuclear fusion
HELIO Ontology:nucleon,skos:exactMatch,SWEET:nucleon,lexical_identity_same_normalized_term,0.6,nucleon
HELIO Ontology:number density,skos:exactMatch,SPASE Dictionary:number density,lexical_identity_same_normalized_term,0.6,number density
HELIO Ontology:number flux,skos:exactMatch,SPASE Dictionary:number flux,lexical_identity_same_normalized_term,0.6,number flux
HELIO Ontology:numerical data,skos:exactMatch,SPASE Dictionary:numerical data,lexical_identity_same_normalized_term,0.6,numerical data
HELIO Ontology:observatory,skos:exactMatch,SPASE Dictionary:observatory,lexical_identity_same_normalized_term,0.6,observatory
GCMD:ocean acidification,skos:exactMatch,GEMET:ocean acidification,lexical_identity_same_normalized_term,0.6,ocean acidification
AGU Index Terms:ocean acoustics,skos:exactMatch,GCMD:ocean acoustics,lexical_identity_same_normalized_term,0.6,ocean acoustics
GCMD:ocean circulation,skos:exactMatch,GEMET:ocean circulation,lexical_identity_same_normalized_term,0.6,ocean circulation
AGU Index Terms:ocean optics,skos:exactMatch,GCMD:ocean optics,lexical_identity_same_normalized_term,0.6,ocean optics
GCMD:ocean temperature,skos:exactMatch,GEMET:ocean temperature,lexical_identity_same_normalized_term,0.6,ocean temperature
AGU Index Terms:oceans,skos:exactMatch,GCMD:oceans,lexical_identity_same_normalized_term,0.6,oceans
HELIO Ontology:optical instrument,skos:exactMatch,SWEET:optical instrument,lexical_identity_same_normalized_term,0.6,optical instrument
GCMD:organic carbon,skos:exactMatch,GEMET:organic carbon,lexical_identity_same_normalized_term,0.6,organic carbon
GCMD:organic matter,skos:exactMatch,GEMET:organic matter,lexical_identity_same_normalized_term,0.6,organic matter
HELIO Ontology:orientation,skos:exactMatch,SPASE Dictionary:orientation,lexical_identity_same_normalized_term,0.6,orientation
HELIO Ontology:orientation,skos:exactMatch,SWEET:orientation,lexical_identity_same_normalized_term,0.6,orientation
SPASE Dictionary:orientation,skos:exactMatch,SWEET:orientation,lexical_identity_same_normalized_term,0.6,orientation
GCMD:orographic lifting,skos:exactMatch,SWEET:orographic lifting,lexical_identity_same_normalized_term,0.6,orographic lifting
AGU Index Terms:other,skos:exactMatch,SPASE Dictionary:other,lexical_identity_same_normalized_term,0.6,other
GCMD:oxygen,skos:exactMatch,GEMET:oxygen,lexical_identity_same_normalized_term,0.6,oxygen
GEMET:parameter,skos:exactMatch,HELIO Ontology:parameter,lexical_identity_same_normalized_term,0.6,parameter
GEMET:parameter,skos:exactMatch,SPASE Dictionary:parameter,lexical_identity_same_normalized_term,0.6,parameter
HELIO Ontology:parameter,skos:exactMatch,SPASE Dictionary:parameter,lexical_identity_same_normalized_term,0.6,parameter
GEMET:particle,skos:exactMatch,SPASE Dictionary:particle,lexical_identity_same_normalized_term,0.6,particle
GEMET:particle,skos:exactMatch,SWEET:particle,lexical_identity_same_normalized_term,0.6,particle
SPASE Dictionary:particle,skos:exactMatch,SWEET:particle,lexical_identity_same_normalized_term,0.6,particle
HELIO Ontology:particle correlator,skos:exactMatch,SPASE Dictionary:particle correlator,lexical_identity_same_normalized_term,0.6,particle correlator
HELIO Ontology:particle detector,skos:exactMatch,SPASE Dictionary:particle detector,lexical_identity_same_normalized_term,0.6,particle detector
GCMD:particle flux,skos:exactMatch,NASA CCMC:particle flux,lexical_identity_same_normalized_term,0.6,particle flux
HELIO Ontology:particle type,skos:exactMatch,SPASE Dictionary:particle type,lexical_identity_same_normalized_term,0.6,particle type
GCMD:pasture,skos:exactMatch,GEMET:pasture,lexical_identity_same_normalized_term,0.6,pasture
GEMET:path,skos:exactMatch,SWEET:path,lexical_identity_same_normalized_term,0.6,path
GCMD:pathogen,skos:exactMatch,GEMET:pathogen,lexical_identity_same_normalized_term,0.6,pathogen
NASA CCMC:penumbra,skos:exactMatch,Space Weather Glossary:penumbra,lexical_identity_same_normalized_term,0.6,penumbra
